key,source,target
GraphLiteral/3500876389,毒药的生效时间总比预想中的短。,
GraphLiteral/4155983895,"生存者, 拿出武器!",
GraphLiteral/3323998121,快亮出你的武器!,
GraphLiteral/1860498648,准备好你的家伙!,
GraphLiteral/434496660,你可真是能喝啊。,
GraphLiteral/3198133692,保持体内水分充足。,
GraphLiteral/4036772688,干杯!,
GraphLiteral/1752195686,你在吃什么好吃的?,
GraphLiteral/590742338,零食时间!,
GraphLiteral/1029221333,"在创世模拟中, 无时无刻都有人在吃东西。",
GraphLiteral/2510528743,你不会飞啊!,
GraphLiteral/3000738143,要落很久!,
GraphLiteral/3631594822,又来了!,
GraphLiteral/20336134,停下、趴倒、打滚——你着火了!,
GraphLiteral/165851952,"你着火了, 生存者!",
GraphLiteral/785069339,你快烧起来了!,
GraphLiteral/3049451314,嘶! 太冷了!,
GraphLiteral/3189203774,"你得赶紧暖起来, 伙计!",
GraphLiteral/244037871,可别在我面前冻僵了!,
GraphLiteral/322210734,把火力留给敌人!,
GraphLiteral/2459339489,怎么还打友军?,
GraphLiteral/3156473001,喂! 那是友军!,
GraphLiteral/4274283536,你到底是哪边的?,
GraphLiteral/2835117374,那是自己人!,
GraphLiteral/2950322669,"兄弟相杀, 天理不容。",
GraphLiteral/2835175261,它抓住你了!,
GraphLiteral/3393452964,喂! 放开我的生存者!,
GraphLiteral/2023812608,"你好! 我叫HLN-A。我是一个被编译在高科技全息影像中的分形人格。不过呢, 你把我看作是你的向导就好啦。",
GraphLiteral/221641044,"HLN-A前来报到。如果你准备好要去探索, 让我来当你的向导吧。",
GraphLiteral/3970513457,"乖乖听HLN-A的话, 可以让你不挂掉。大概吧。我也是个萌新。",
GraphLiteral/4158330638,你好呀!,
GraphLiteral/913337935,"嘿, 又见面了...",
GraphLiteral/4093241009,"哎呀, 你好呀!",
GraphLiteral/1267682489,"你被铐住了, 伙计。",
GraphLiteral/2704330753,偶尔干干农活也不错吧?,
GraphLiteral/3349866337,你真是个天生的采集者!,
GraphLiteral/3027001843,"如果你够聪明, 就会发现几乎所有东西都能派上用场。",
GraphLiteral/731980325,好耶! 正中脑门!,
GraphLiteral/1154164226,"你瞄得越来越准了, 哥们!",
GraphLiteral/4104745068,漂亮的一击!,
GraphLiteral/4206168296,你快撑不住了!,
GraphLiteral/824330235,"你居然还站得住, 真是奇迹!",
GraphLiteral/564416758,你已经快到极限了...,
GraphLiteral/4246911177,呃。貌似我家的生存者陷在沼泽里了。,
GraphLiteral/3302287994,好吧。你这招我也会。我也不说话了。,
GraphLiteral/1219645397,拜拜! 我走啦! 我真的走啦!,
GraphLiteral/890343066,"[叹气。] HLN-A, 面对现实吧。我家的生存者暂离了。",
GraphLiteral/2029066384,"好吧, 被你识破了。但至少你也动一动啊。给我个信号!",
GraphLiteral/575153319,你被水鬼抓走了吗?,
GraphLiteral/2459851070,"如果你还停在那里, 虫子们就要来叮你了。它们会把你吸干的!",
GraphLiteral/2093611778,"如果你想待在这里, 那我就走去别处了。不对, 是“漂”。",
GraphLiteral/1568584286,我们在沼泽的中间。这里可不是挂机的好地方...,
GraphLiteral/1594913249,"嘿, 生存者! 你还好吗?",
GraphLiteral/36296193,"好吧。不管你是去拿三明治还是什么, 我先在这里飘一会儿吧。没啥大不了的。",
GraphLiteral/1550531244,好歹给我带杯饮料啊! 别忘了吸管。我没手...,
GraphLiteral/2287656512,"如果你去拿外卖了, 我会很生气的。",
GraphLiteral/1823495780,"你离开好久了...你这不是“去吃三明治”, 而是“去种小麦”了。",
GraphLiteral/2226876053,你选择进行假死实验的时机很特别。,
GraphLiteral/641269163,好歹给我带杯饮料啊! 别忘了吸管。我没手...,
GraphLiteral/2794203087,"生存者, 你是不是在观测星空?",
GraphLiteral/4110464387,很明显你被绑架了。可能不是外星人干的...那还能有谁。,
GraphLiteral/1827649215,"瞧, 有外星人! [拍打]开个玩笑, 吸引一下你的注意力。",
GraphLiteral/1308276887,"你是在和我开玩笑, 还是你人真的不在?",
GraphLiteral/1935983089,"这就像一起沉船事故。只是没有沉船, 只有事故。",
GraphLiteral/1729886018,第二百天: 接受现实吧。我家的生存者不会再回来了。是时候迎接新生活了。,
GraphLiteral/1486075483,我应该写一本日记。“第一天: 我家的生存者精神崩溃了...”,
GraphLiteral/1157827304,第三天: 这位生存者依然没有移动的迹象。我们真正的敌人是无聊。,
GraphLiteral/3065355864,我能想到一万个比这里更好的发呆场所。,
GraphLiteral/179624378,"第十二天: 我家的生存者还是一动不动, 身上连藤壶都长出来了。",
GraphLiteral/3011405320,生存者? 喂! 生生生存存存者者者...?,
GraphLiteral/3527703991,你在吗? 给我个信号吧!,
GraphLiteral/424913596,"你是刚才跳水昏过去了, 还只是在休息?",
GraphLiteral/1425556667,第三十天: 我该不该告诉这位生存者我曾试图联系一条过往船只?,
GraphLiteral/96921865,"我能理解蜥蜴在低温时的行动会变迟缓, 但你不是温血动物吗?",
GraphLiteral/843387880,"真希望我有手, 这样我就可以用雪球打醒你了!",
GraphLiteral/3886933093,"如果你想甩了我, 那是不可能的。",
GraphLiteral/695481484,"给我一根胡萝卜和一顶帽子, 我就可以把你变成大雪人。",
GraphLiteral/821878996,是不是在幻想某个暖和的地方?,
GraphLiteral/2938839041,试试看这样说...“这杯热可可太美味了! 我的肚肚感觉暖暖的。”[拍打]呃。,
GraphLiteral/2629225176,"生存者, 喂! 站着不动实在太冷了。",
GraphLiteral/2721852364,如果我们再不动就要浑身结冰了。,
GraphLiteral/487582640,"我明白了。这是一则讲述某人被冰封数十年, 然后在最危机的时刻破冰变成英雄的故事。",
GraphLiteral/2091663263,你被冻僵了吗?,
GraphLiteral/2330549707,"醒醒, 你个笨蛋!",
GraphLiteral/445196014,"我在等你, 而你是不是在其他模拟里遨游? 这可不上道。",
GraphLiteral/3656166024,我懂了。你是个网红。你在玩自拍。,
GraphLiteral/331487511,说真的。你没必要动不动就玩手机。,
GraphLiteral/4145285680,"矗立在一个满是岩浆和火雨的地方...生存者, 你真勇敢。",
GraphLiteral/2985902108,"等会再发短信, 生存者! 我们还有一堆事情要做!",
GraphLiteral/217617911,"[叹气。] 要说人类的天性中有什么缺陷的话, 那就是他们对社交媒体不可自拔的爱。",
GraphLiteral/1400353889,"生存者, 如果你待在原地不动, 你会烧起来的。",
GraphLiteral/4246519082,"矗立在一个满是岩浆和火雨的地方...生存者, 你真勇敢。",
GraphLiteral/3873225814,"你是不是已经跑路了, 还没告诉我?",
GraphLiteral/1897097132,能躲开风雨真不错。,
GraphLiteral/343268973,头上有片屋顶总是好事。,
GraphLiteral/3176017931,"这里还挺暖和, 对吧?",
GraphLiteral/3622974434,杀疯了啊!,
GraphLiteral/2486763394,收掉不少啊?,
GraphLiteral/3012246333,"击杀太多了, 都快数不过来了!",
GraphLiteral/2795723776,疯狂杀戮!,
GraphLiteral/992066562,"这不是战斗, 这是一场屠杀!",
GraphLiteral/2297474830,敌人全倒下了!,
GraphLiteral/1864339119,刚才算是一次失败的实验吧?,
GraphLiteral/511404101,我把刚才叫做“死于不幸”。,
GraphLiteral/3200126379,"确认一下: 刚才, 什么, 都没发生。",
GraphLiteral/1735138888,现在可不是打盹的时候!,
GraphLiteral/389730180,别躺地上! 有任务呢!,
GraphLiteral/3768807665,生存者? 你晕过去了?,
GraphLiteral/4033892298,"生存者, 你身上爬着水蛭!",
GraphLiteral/3971580023,那些水蛭会把你吸干!,
GraphLiteral/2157284612,把那些水蛭弄掉!,
GraphLiteral/3625825588,恭喜你!,
GraphLiteral/708278371,"继续保持, 系统会奖励你的!",
GraphLiteral/1248308946,"我是不是该说“叮, 你升级了!”",
GraphLiteral/1558195865,"生存者, 稳住! 瞄准!",
GraphLiteral/617700660,记得要先瞄准。,
GraphLiteral/4250924550,刚才是故意打偏的吗?,
GraphLiteral/3715538943,你的坐骑看起来不太妙...,
GraphLiteral/1136758406,你的坐骑快撑不住了!,
GraphLiteral/1265520421,你的坐骑在流血 -- 而且很严重。,
GraphLiteral/915563654,"有点犯困了, 是不是?",
GraphLiteral/3162692256,现在可不是打盹的时候!,
GraphLiteral/3230709549,你看起来有点昏昏欲睡...,
GraphLiteral/2132017040,"虽然你正在求生, 但同时依旧保持了时尚品味。",
GraphLiteral/2954400237,你挑选色彩的眼光很不错。,
GraphLiteral/2404038508,我终于明白敌人对你说“给你点颜色瞧瞧”是什么意思了。我喜欢!,
GraphLiteral/1106273095,你不可能一直憋着气...,
GraphLiteral/3148973606,你现在没法呼吸...,
GraphLiteral/2699805526,你的空气快耗尽了...,
GraphLiteral/855643597,中毒了!,
GraphLiteral/2627371832,"生存者, 你中毒了!",
GraphLiteral/1766308188,不要被毒素打倒!,
GraphLiteral/2741558184,需要马桶吗?,
GraphLiteral/725983927,感觉体重轻点了吗?,
GraphLiteral/97608087,就在这里...? 不是吧?,
GraphLiteral/1630509387,"你看起来晕乎乎的, 伙计...",
GraphLiteral/2612313397,"振作起来, 生存者!",
GraphLiteral/2419542035,你这是喝懵了吗?,
GraphLiteral/1508875957,驾!,
GraphLiteral/2904398533,"出发吧, 伙计!",
GraphLiteral/228328412,哈!,
GraphLiteral/2490111814,这就是创世模拟的优点——总是可以再来一次!,
GraphLiteral/2338406962,我们再试一次?,
GraphLiteral/4135228742,"很高兴我们又回来了, 准备行动!",
GraphLiteral/812148367,它发现我们了!,
GraphLiteral/967438494,它正朝我们这里看!,
GraphLiteral/3055229033,我们被发现了!,
GraphLiteral/914462312,要不要歇口气?,
GraphLiteral/2343657747,你看起来累坏了...,
GraphLiteral/3882452383,休息一下吧 —— 你看起来累瘫了。,
GraphLiteral/224741406,"吃点东西吧, 伙计。",
GraphLiteral/4085781755,你看起来饿坏了!,
GraphLiteral/2951768070,你这是故意饿着自己吗?,
GraphLiteral/1581009198,大自然的馈赠。,
GraphLiteral/3372649383,真是令人放松啊。,
GraphLiteral/4020290483,让你保持温暖。让你吃上热食。,
GraphLiteral/2188110131,"作为一个名义上的澳洲人, 我在这方面有特长。",
GraphLiteral/1792417293,你做了一个烧烤台! 我们现在的日子太棒了。,
GraphLiteral/3339842118,"哇, 烧烤台! 没啥能比它更棒了。",
GraphLiteral/1060403370,"你属于写实派, 还是抽象派?",
GraphLiteral/594902105,我不知道你竟然有艺术细胞...,
GraphLiteral/2693170153,真有艺术感。,
GraphLiteral/1979248746,"有了它, 什么都可以做出来吗?",
GraphLiteral/554330328,你可以用复制器复制复制器吗?,
GraphLiteral/1057151243,我想叫它“复结者”。,
GraphLiteral/1276990291,欢迎来到铁器时代!,
GraphLiteral/2994433299,我们来做点金属物件吧?,
GraphLiteral/2297974788,等不及要看你如何使用它了。,
GraphLiteral/3208432730,有了它就可以前往各个生态圈了。,
GraphLiteral/454339795,"真不错, 我们需要这类快速交通工具。",
GraphLiteral/3019625690,能传送就绝不走路。,
GraphLiteral/2405324599,最好的防御就是架炮台。,
GraphLiteral/3705181513,我替入侵者们感到惋惜。,
GraphLiteral/1970871052,看起来很吓人。,
GraphLiteral/2904094316,该出水了吧?,
GraphLiteral/1636112089,游泳好凉快!,
GraphLiteral/3596097860,"我虽然没有腿, 但我还是偏爱陆地。",
GraphLiteral/4013044473,哇! 我喜欢游泳!,
GraphLiteral/3241466541,记住——这里没有救生员...,
GraphLiteral/2967030458,我忘了带我的游泳帽!,
GraphLiteral/4152682134,它快倒下了!,
GraphLiteral/3418929963,它快断气了!,
GraphLiteral/948760963,它撑不了多久了!,
GraphLiteral/1599825180,传送...启动!,
GraphLiteral/421387187,传送已启动!,
GraphLiteral/3477395100,传送总让我有点头晕...,
GraphLiteral/2272752396,"不偏不倚, 正中目标。",
GraphLiteral/1014137014,"坐标确认, 传送完成!",
GraphLiteral/435066270,传送就绪!,
GraphLiteral/2365251897,正在准备传送!,
GraphLiteral/3559448706,"坐标锁定, 准备传送!",
GraphLiteral/968750779,"去喝点水吧, 伙计。",
GraphLiteral/821178606,你看起来很渴啊!,
GraphLiteral/2116457510,"喝点东西, 生存者!",
GraphLiteral/868746882,你看起来快要昏过去了!,
GraphLiteral/3145188550,别在我面前晕过去!,
GraphLiteral/1700319281,撑住! 保持清醒!,
GraphLiteral/1981719275,"打起精神, 伙计!",
GraphLiteral/435482499,别在我这儿昏过去!,
GraphLiteral/2552370316,"保持清醒, 生存者!",
GraphLiteral/1748390579,这时候出去转转，倒也不坏!,
GraphLiteral/2431947266,"这趟可算是正经旅程了, 对吧?",
GraphLiteral/3952660571,这可不只是散步 —— 这是冒险!,
GraphLiteral/1026561197,你用拳头攻击树...竟然有效果?!,
GraphLiteral/1996662965,这也是一种从树上获取资源的方式。,
GraphLiteral/2481832704,哈! 看看谁才是老大!,
GraphLiteral/3686226059,"你好, 生存者! 准备好冒险了吗?",
GraphLiteral/3532175801,有谁想去探险?,
GraphLiteral/269288825,"生存者, 出发吧! 创世模拟在等待着我们!",
GraphLiteral/152577637,还是换把武器吧...,
GraphLiteral/86418570,那把武器没法再用了。,
GraphLiteral/3329173307,"武器坏了, 换一把吧!",
GraphLiteral/2842319158,模拟系统正在发放额外经验。,
GraphLiteral/3049864146,你正在获得额外经验。,
GraphLiteral/2599126067,你正从模拟系统中获得额外经验。,
GraphLiteral/3196795435,现在是雨季。,
GraphLiteral/3138082788,还好我不会生锈。,
GraphLiteral/642084902,啧啧。好像下雨了。,
GraphLiteral/2869451132,我们很接近了...,
GraphLiteral/2573802617,距离检测...很靠近了!,
GraphLiteral/152416669,扫描仪表明我们越来越接近了。,
GraphLiteral/974373669,我们越走越远了...,
GraphLiteral/4034763772,距离增加。,
GraphLiteral/3882875296,"我还在继续扫描, 但是现在变远了。",
GraphLiteral/1495745222,让我瞧瞧远处那里...,
GraphLiteral/4199480632,我扫描到什么了。看那里!,
GraphLiteral/4027036419,"我的扫描仪检测到了什么, 但离我们有些远。",
GraphLiteral/551217742,听上去离我们很近 —— 非常近。,
GraphLiteral/530262653,别人在打架...终于有一次不是我们了。,
GraphLiteral/480384702,"你好, 我叫HLN-A, 是一种分形人格。我将全程引导你。听我的话，兴许能让你好好活着 —— 因为我也是新手。",
GraphLiteral/1419529722,"这些任务是模拟系统用来测试你的 —— 你需要证明自己是一位终极生存者。不过, 我们得先探索一番。",
GraphLiteral/3127775351,"Oh, and make sure to check out the new Missions menu in your Inventory screen, right next to the Explorer Notes.",
GraphLiteral/2410424925,"我将无时无刻陪伴着你。当你想要传送至其他生态圈, 或想消费一些从任务中赚到的六角币时, 你都可以来找我。",
GraphLiteral/4080468248,"Wake up, survivor!",
GraphLiteral/4048828674,Here we go-- ,
GraphLiteral/3615970962,"欢迎来到创世模拟系统。在这里, 你将接受五个生态圈的测试。每个生态圈都有着不同的危险和奖赏。",
GraphLiteral/1303545950,准备好四处逛逛了吗?,
GraphLiteral/2144557959,"能让你平稳着陆的传送都很了不起, 是吧?",
GraphLiteral/3060669366,"这座生态圈里生机勃勃。如此之多的生命却给模拟系统带来了故障。
想象一下, 要单独追踪虫群中每一只昆虫, 系统需要付出多大的成本! 成千上万的虫子, 每只都有自己的飞行轨迹, 每只都在寻找食物。
它们就像你们生存者的缩影, 是吧?",
GraphLiteral/2285951125,"我的传感器探测到空气中漂浮着大量有机化合物。你们应该称之为“气味”吧? 对于我来说只是化学物质。
当你在这个生态圈中呼吸时, 要小心H2S, 就是硫化氢。我的数据表明它闻起来很刺鼻, 而且会减弱人类的嗅觉能力。你可能在无意识中吸入这种毒气。",
GraphLiteral/1244084287,"现在我已经修复这个故障了。我们可以继续前进。我认为在这里保持移动非常重要。这片沼泽有无数方法让我们陷入困境。
比方说, 有流沙、巨型蜘蛛网、茂密的植被, 雨季上涨的水平面, 还有无处不在的淤泥。
我真庆幸自己会飞。",
GraphLiteral/928244873,"故障已经被修复了。这是一座令人感到伤感的生态圈。
你们人类肯定习惯了沼泽生活, 对吧? 你们起源于那里。新月沃土本是一片沼泽。第一批人类将其抽干后用于农业生产。 
我好奇你们生存者会不会也计划抽干这里呢...",
GraphLiteral/1432805729,"操控这个生态圈的主机AI不见了! 消失地无影无踪。按理来说这里是让生存者接受终极考验的地方, 所以它不应该平白无故地消失。
假如是有人关闭了主机...他们为什么要那么做? 所有这一切都是为了观察并测试生存者。你一直以来的表现都不错, 我希望你能因此获得嘉奖!",
GraphLiteral/1040852086,"我修复了这个故障, 然而我注意到模拟程序中还有一处修改——我觉得它不是设计者们有意为之的。那就是沼泽里的沼气。按照原本设计, 如果你在里面逗留太久, 它只会让你晕过去。但事实是, 它正在大肆屠杀其中的生存者! 除非你有面具或是其他办法, 否则一定不要在里面呼吸。",
GraphLiteral/1340323335,"直到引力消失你才会想起它, 是吧? 不过我认为, 与其说它“消失了”, 不如说它“暂时开小差了”。
根据故障中的数据, 缺乏引力会以不同的方式影响你。不过, 你可以跳得更高, 炮弹飞得更远。哪怕你笨手笨脚从高处摔下来, 也不会受伤。然而我不推荐你这么干!",
GraphLiteral/1531799740,"创世模拟中有比这里更炎热或更寒冷的地方, 但是这里是唯一一处仅靠阴影来隔开严寒酷暑的生态圈。
看来在其他生态圈中, 正常的大气层可以有效平均各处的温度。没想到空气不单可供大家呼吸呢!",
GraphLiteral/498859089,"根据故障中的数据来看, 这里应该是一个“月亮”, 但不是“那个”月亮。至少不是我们在地球上看到的那颗。
我认为证据就是在这月亮上有雷暴天气。它们会把任何使用电力的设备烤糊——除非你事先采取保护措施。
至少这里不会下雨。除非算上流星雨——呃, 也算是一种雨吧。",
GraphLiteral/927906504,"根据我刚刚浏览过的文件, 你应该留意地上奇怪的灰色块状物。它可能是龙涎香, 据说特别不稳定。我们可以利用它, 因为我知道你痴迷于爆炸。
但是在你捡它之前, 我要提醒一下: 它算是鲸鱼的鼻涕。别指望我靠近那东西。",
GraphLiteral/538973516,"我刚才在修理那起故障的时候已经确认过: 这座异形月球生态圈中负责观察测试情况的人工智能不见了。
不是暂时离线, 更像是被有意删除。没有了主机AI, 我不知道现在是谁在监控着我们...",
GraphLiteral/1380595714,"那个故障是一起物理错误导致的。在你们生存者来到这片区域的很久之前, 创世模拟系统的创造者们在这儿测试物理特性。
如果我熟悉人性——你得承认我越来越擅长了——有人发觉到可以把这片测试场变成一个“异形月球”。然而他只是为了周五可以早点下班去泡吧。于是呢, 这里便成为一个正式的生态圈了。",
GraphLiteral/394623291,"另一份遗失的历史档案。它很奇怪: 沃斯霍尔德2号在1965年的一次太空任务。
整件事发生的非常突然。在太空行走期间, 宇航员的衣服鼓了起来。他必须手动放气才能回到太空舱中。
当返回地球后, 他们降落在偏离航线数百公里以外的荒野中。获救之前, 他们在野外露营了两个晚上, 周围满是野狼。
听起来和我们在创世模拟中做事情的方式很像, 对吧?",
GraphLiteral/2022262207,"有人一直在查找关于辐射中毒的历史数据。我是指真正的历史数据, 比如1895年的威廉·伦琴。
他是发现X射线的人。他为了用辐射观察自己手中的骨头而烧伤了自己。
伦琴最后痊愈并且活了很久, 但在创世模拟中, 有些地区的辐射比普通X射线要高得多。我们一定要当心, 好吗?",
GraphLiteral/3061700136,"探索这里的水下世界不光是穿上泳衣随便游游就好了。对我来说也许是, 但你得呼吸呀! 
当我修复故障时, 我看了一眼这里的水体构成。说实话, 很没意思, 但我发现了一个有用的信息: 附近应该存在超氧气泡。找到它, 你就能在水下呼吸了!",
GraphLiteral/172156364,"海里有很多鱼, 但在这个生态圈中不光只有鱼。根据故障中的数据, 鸟类非常喜欢这儿, 而且它们的数量惊人! 
确实有些道理, 因为这里的天气总是适合飞行。难怪我们会看到成群的雨燕和其他鸟类。不知道它们栖息在哪里?",
GraphLiteral/1883984905,"这个故障属于哲学问题。两套并行算法无法对一个简单问题的答案达成一致: 水是湿的吗?
其中一套代码将“湿”定义为“附着在固体上的液体”并表示“不, 不是湿的。”
另一套代码将“湿”定义为“与液体接触的感觉”并认为“是湿的。”
我无法确定, 所以我告诉它们抛虚拟硬币来决定。",
GraphLiteral/327813565,"这个故障证明这片海洋是人造的。不算什么新闻, 是吧? 但本可能会更糟。早在二十世纪, 某次封闭生态系统实验创造了第一片人造海洋。
起初, 海里一切欣欣向荣。他们甚至还种植了珊瑚礁! 但后来他们引进的物种出现大规模死亡。内部的研究人员形成敌对派系, 几乎饿死。
饥饿的人群分化成不同的部落。这不稀奇吧?",
GraphLiteral/2198839385,"创世模拟的后台被不明原因搞得一塌糊涂, 导致部分监控生态圈的主机AI已经离线。
深海生态圈也遇到了同样的情况, 但不同之处在于, 海洋的主机AI在被他人关闭前就自己离线了。这就是自适应编程! 我认为这意味着它可以在必要的时候自行上线。
这或许是个好消息? 不过就内部情况而言, 现在没法下定论。",
GraphLiteral/2058753363,"他们管这里叫深海生态圈的原因很清楚, 是吧? 但是这个故障涉及到的代码比较过时。那时候这里还满是小岛。
我知道这儿都是水水水, 但想像一下, 如果你可以时不时在沙滩上打个滚, 穿着你的泳衣, 手里拿着冰饮, 那样的生活多惬意。至少不用接触那么多水。
就在第一批生存者进入这个模拟系统之前, 有人删除了全部的岛。为什么呢?",
GraphLiteral/1566900713,"当我在修复故障时, 我发现该生态群中存在一些伤亡数据。不但有某些生物和生存者制造着威胁, 天气自身也是十足的头号杀手。
这儿的暴风雪会冻住你, 阻碍视线, 减慢速度, 让人无法脱身。如果那还不够, 一阵狂风就能把你吹下悬崖! 如果你想去滑雪度假, 这里肯定不是首选之地, 是吧?",
GraphLiteral/1069793502,"我在修复故障的时候看了下天气预报, 情况很不妙。我们不但要躲避暴风雪, 还要对付冰雹。
",
GraphLiteral/2621652512,"噢! 修复那个故障让我直打冷颤。这里冷得连我都止不住发抖, 更何况有血有肉的你呢。
这个生态圈中的所有生物都有自己御寒的方式。对于剑齿虎或猛犸象来说, 答案很明显: 皮毛。羽暴龙和渡渡鸟则将温暖的空气包裹在羽毛之下。
有时候答案也藏在皮肤之下。远古企鹅和星尾兽靠皮下脂肪层来防止自己结冰。",
GraphLiteral/3497392925,"当我修复这个故障时, 我知道了一些新信息: 该生态圈是为了模拟诸如珠穆朗玛峰的高海拔山脉。
所以这些严寒天气只是高海拔模拟的副作用。
不过, 我们不需要处理氧气稀薄的问题, 至少在这里不用。",
GraphLiteral/4230587097,"四处看看任何一个生态圈, 你就会明白为什么创世模拟对于你们生存者来说是一处很棒的试验场了。在这里建造真是太难了! 
你可能会遇到雪崩、岩浆、地震或是无法放置地基的表面。所有这一切让你很难造好房子! 我敢打赌这些故障的出现是由于有人在完全错误的地点建造他们的梦中豪宅, 于是悲剧发生了! 大自然发了威, 把他们的房子夷为了平地。",
GraphLiteral/4143545329,"那个故障是这个生态群主机AI留下的唯一的东西。而它却凭空消失了。
当然并不是说这里的冰天雪地就无法考验我们, 但是没有主机AI就没有终极考验。更糟糕的是, 我无法确定是否有人记录了你在这里的测试成绩。
你知道你会好奇, 所以我搜寻了如何以及为何删除这里的主机AI。然而一无所获。这可能是编程错误, 也可能和我之前发现的安全漏洞有关系。",
GraphLiteral/1304099370,"这个生态圈本该是群山起伏白雪皑皑, 不至于如此恶劣。天气生成系统被锁定在暴风雪模式, 并且不停制造各种故障, 而不是自动切换到较为温和的天气。
所以如果你还在期待大晴天, 趁早放弃吧。这里的天气预报永远不准。",
GraphLiteral/781156124,"我们的入侵者又在古地球的文档中胡乱翻找了。他对由此造成的故障毫不在意。
这次是一份历史文档: 《世界上最糟糕的旅行》。
这是关于二十世纪初斯科特远征南极的故事。那些可怜的家伙们! 他们忍受天寒地冻, 试图成为第一批抵达南极的人, 结果却发现挪威人比他们早34天到达了。
冻伤和体力透支随后而至, 他们在回程的路上全体罹难。哎, 太不幸了。",
GraphLiteral/1593632602,"又是一起由古地球文献引发的故障。这是一本小说: 杰克·伦敦所写的《生火》。我已经知道我不会喜欢这本书了。它讲述的是一个男人在育空被活活冻死的故事。
以下是本书末尾的一段话: “他想着, 在睡梦中死去, 这是一个不错的主意。这就像麻醉一样。被冻住并不像大家想象中的那么糟糕。还有许多更糟糕的死法。”
我们可不想知道他说的对不对, 是吧?",
GraphLiteral/1804004269,"这里的地表随时随地都有喷发的可能。而这个故障正是由于石油和岩浆在同一地点同时喷发而产生的。幸好我们当时没站在上面! 
看看四周, 岩浆喷发太寻常了, 但是油泉可不常见。如果我们能找到其中一个并接上管子...我们就发大财了!",
GraphLiteral/489804650,"虽然我不清楚具体原因, 但这个故障由火山喷发造成。
一次喷发涉及很多步骤。首先你会感受到地震——而且地震仅仅是前期预警, 是不是很糟糕?
然后是熔岩从空中落下, 岩浆像河流一样流淌。像这样的生态圈没有被遗弃还真是个奇迹。",
GraphLiteral/2372629049,"当我在修复这个故障的时候, 我看到了有关空气质量的数据。别惊讶, 朋友——在这里呼吸对你的健康有害。
但这不光因为空中弥漫的烟雾和灰尘。地震为地下的有毒气体打开了无数通道。这些气体散到地表, 之后会发生什么你也能猜到。
最后毒气会消散...但是你能屏住呼吸直到“最后”吗?",
GraphLiteral/1091895370,"又修好了一处故障! 生存者, 看看周围。你不觉得恐龙在火山环境中四处游荡很奇怪吗? 就好像我们在目睹它们灭绝的场景。
至少有部分科学家是这么认为的。他们对小行星撞击理论持怀疑态度。他们认为是这种持续了几个世纪的大规模喷发终结了恐龙。
可惜我们没法直接问这群恐龙: “喂, 到底是天上的陨石还是火山喷发呀? ” ",
GraphLiteral/3098475892,"这个故障是一起安全警报——这是该生态圈的主机AI发出的最后一则警报。它不见了, 被彻底删除了。
我不太确定为什么还能正常运转, 然而事实就是如此。恐龙还在四处游荡, 火山依旧在喷发, 天空仍然下着火雨...一切都在运作, 但令人不寒而栗。
一切乱得就像一间没有老师在的教室。",
GraphLiteral/3639131882,"有人才把历史喷发数据添加到了创世模拟中, 就出现了这个故障。我已经处理好了, 但是偶尔会看到比平常更猛烈的火山喷发。
至于有多猛烈? 你听说过德干高原吗? 喀拉喀托火山呢? 长白山呢? 就这意思。它不常发生, 但一旦出现, 你的地图就需要重新绘制咯。",
GraphLiteral/951143727,"有人在历史记录中四处翻找, 查询1815年印度尼西亚坦博拉火山的喷发记录。
他们称之为“没有夏天的一年”或“冻死人的1816年”。全球范围的霜冻导致农作物死亡。整个北半球在六月...下雪。成千上万的人死于饥荒。
我觉得, 能让这里凉快些应该是个好主意, 但我不愿意为此付出如此高昂的代价。",
GraphLiteral/403106736,"当我在修复故障的时候, 我瞧了一眼生存者数据库。你们来自于世界各地以及不同的时代。我不知道你们还能记得多少事情。至于你们是如何进入创世模拟中的...我也不知道。不过你应该感到自豪。模拟的目的是为了找出最顶尖的生存者。目前你还活着, 所以你很有获胜的希望!",
GraphLiteral/2912311338,"你有没有觉得当自己在模拟系统中醒来时, 会有不连续的感觉? 这是正常现象。你的人格和记忆被储存在海量内存中, 它们将在创世模拟中与一具人体相结合。
身心一旦相配后, 你就只能靠自己了。当然, 你还有我!",
GraphLiteral/2503557876,"某种安全警报导致了这起故障——但它来自于系统内部。整个模拟都由这个系统运行。有人曾试图修改模拟程序中几乎每一个块面: 生物、环境、天气...甚至是像你这样的生存者。似乎一切都没出什么岔子——当然, 除了那个故障——所以我觉得我们可以继续了。",
GraphLiteral/738156033,"每当我修复一处故障, 都会偷偷看一眼后台。这让我对创世模拟的工作模式有了更多的认知。
但我不明白它的真正目的是什么。表面上它用来测试生存者, 但所有这些都是让你们为“大降临”做好准备。我不知道那是什么, 但无论如何, 它超出了模拟系统本身。",
GraphLiteral/3735396577,"你估计已经意识到创世模拟非常危险。仅仅是要保持安全和舒适就是一个大挑战。你总是需要去应对新出现的危机。
显然这是人为设置的。模拟系统故意让你在持续的压力下维持清晰的思维, 并让你学习生存技能。
这一切都是为了迎接“大降临”——无论那是什么。",
GraphLiteral/4006459353,"这起故障也是由安全警报导致的。但看起来生物以及生存者们都没有受到影响, 但部分安全协议已被解除。这个世界本该就具有一定程度的危险性——毕竟这样才算够格的测试——但我有些担心。安全协议的存在通常都有原因...",
